 sale_month | total_transactions | gross_sales_kgs | vat_collected_kgs | discounts_given_kgs | net_revenue_kgs | effective_tax_rate_percent 
------------+--------------------+-----------------+-------------------+---------------------+-----------------+----------------------------
 2026-05    |                 53 |        21507.48 |           2304.40 |              165.00 |        21342.48 |                      10.71
 2026-04    |                 90 |        35697.29 |           3824.70 |              225.00 |        35472.29 |                      10.71
 2026-03    |                 93 |        35859.84 |           3842.12 |              225.00 |        35634.84 |                      10.71
 2026-02    |                 84 |        34515.69 |           3698.11 |              225.00 |        34290.69 |                      10.71
 2026-01    |                 93 |        35948.71 |           3851.67 |              225.00 |        35723.71 |                      10.71
 2025-12    |                 85 |        32806.84 |           3515.05 |              195.00 |        32611.84 |                      10.71
 2025-11    |                 22 |         9457.78 |           1013.33 |               30.00 |         9427.78 |                      10.71
(7 rows)

           trade_name           | generic_name  |      therapeutic_category      | total_units_sold | gross_revenue_kgs | cost_of_goods_sold_kgs | net_profit_kgs | profit_margin_percent 
--------------------------------+---------------+--------------------------------+------------------+-------------------+------------------------+----------------+-----------------------
 Кетонал суспензия 100мг 42     | Ketoprofen    | Cephalosporins                 |               32 |           6137.68 |                4697.50 |        1440.18 |                 23.46
 Эналаприл ампулы 5мг 123       | Enalapril     | Analgesics & Pain Relievers    |               27 |           6119.44 |                4688.00 |        1431.44 |                 23.39
 Парацетамол таблетки 100мг 105 | Paracetamol   | Penicillins                    |               26 |           5748.91 |                4384.50 |        1364.41 |                 23.73
 Цефтриаксон капсулы 250мг 141  | Ceftriaxone   | Cardiovascular System          |               25 |           5824.38 |                4475.00 |        1349.38 |                 23.17
 Глюкофаж капсулы 500мг 51      | Metformin     | Analgesics & Pain Relievers    |               29 |           5681.83 |                4346.50 |        1335.33 |                 23.50
 Цифран ампулы 250мг 78         | Ciprofloxacin | Beta-blockers                  |               27 |           5534.16 |                4257.50 |        1276.66 |                 23.07
 Витамин C мазь 20мг 69         | Ascorbic Acid | Cardiovascular System          |               26 |           5284.34 |                4047.00 |        1237.34 |                 23.42
 Парацетамол таблетки 5мг 165   | Paracetamol   | Cardiovascular System          |               30 |           5298.33 |                4084.50 |        1213.83 |                 22.91
 Амлодипин ампулы 10мг 33       | Amlodipine    | Penicillins                    |               28 |           5195.17 |                3995.50 |        1199.67 |                 23.09
 Эналаприл ампулы 250мг 183     | Enalapril     | Vitamins & Dietary Supplements |               24 |           4578.54 |                3483.00 |        1095.54 |                 23.93
(10 rows)

 medicine_id |           trade_name            | generic_name  | total_units_in_stock | active_undepleted_batches |      stock_status      | recommended_reorder_qty 
-------------+---------------------------------+---------------+----------------------+---------------------------+------------------------+-------------------------
         173 | Амлодипин ампулы 10мг 173       | Amlodipine    |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
         172 | Аторвастатин суспензия 5мг 172  | Atorvastatin  |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
           4 | Бисопролол мазь 5мг 4           | Bisoprolol    |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
          88 | Анальгин ампулы 5мг 88          | Metamizole    |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
           2 | Кетонал суспензия 500мг 2       | Ketoprofen    |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
          91 | Глюкофаж капсулы 100мг 91       | Metformin     |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
          92 | Аторвастатин суспензия 250мг 92 | Atorvastatin  |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
          90 | Омез таблетки 20мг 90           | Omeprazole    |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
          87 | Но-Шпа суспензия 1г 87          | Drotaverine   |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
           8 | Анальгин ампулы 250мг 8         | Metamizole    |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
           5 | Парацетамол таблетки 10мг 5     | Paracetamol   |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
         180 | Амоксициллин таблетки 10мг 180  | Amoxicillin   |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
         177 | Дифлюкан суспензия 500мг 177    | Fluconazole   |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
          86 | Ибуфен капсулы 500мг 86         | Ibuprofen     |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
           3 | Эналаприл ампулы 1г 3           | Enalapril     |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
         174 | Сумамед мазь 20мг 174           | Azithromycin  |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
           1 | Цефтриаксон капсулы 250мг 1     | Ceftriaxone   |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
         176 | Кларитин капсулы 250мг 176      | Loratadine    |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
         178 | Цифран ампулы 1г 178            | Ciprofloxacin |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
          89 | Витамин C мазь 10мг 89          | Ascorbic Acid |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
           6 | Ибуфен капсулы 20мг 6           | Ibuprofen     |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
         175 | Диклофенак таблетки 100мг 175   | Diclofenac    |                    0 |                         0 | CRITICAL: OUT OF STOCK |                     150
(22 rows)

  batch_number  |            trade_name            |         supplier_name         | current_quantity | expiry_date | days_until_expiry |       risk_classification        | wholesale_cost_tied_up_kgs | potential_retail_loss_kgs 
----------------+----------------------------------+-------------------------------+------------------+-------------+-------------------+----------------------------------+----------------------------+---------------------------
 BCH-172-3-1516 | Аторвастатин суспензия 5мг 172   | ОсОО Тянь-Шань Фарма 22       |               84 | 2024-01-13  |              -857 | DEAD STOCK: EXPIRED              |                    9618.00 |                  12984.72
 BCH-144-3-1432 | Бисопролол мазь 5мг 144          | ОсОО Фарм ЛТД 48              |              193 | 2024-01-25  |              -845 | DEAD STOCK: EXPIRED              |                   17080.50 |                  23059.64
 BCH-116-3-1348 | Кларитин капсулы 5мг 116         | ОсОО Ала-Тоо Групп 19         |              277 | 2024-02-06  |              -833 | DEAD STOCK: EXPIRED              |                   17312.50 |                  23373.26
 BCH-88-3-1264  | Анальгин ампулы 5мг 88           | ОсОО Чуй-Фарма Дистрибьюшн 45 |              136 | 2024-02-18  |              -821 | DEAD STOCK: EXPIRED              |                   25364.00 |                  34242.08
 BCH-32-3-1096  | Аторвастатин суспензия 5мг 32    | ОсОО Азия Фарма 42            |               79 | 2024-03-14  |              -796 | DEAD STOCK: EXPIRED              |                   10625.50 |                  14344.82
 BCH-4-3-1012   | Бисопролол мазь 5мг 4            | ОсОО Чуй-Фарма ЛТД 13         |              188 | 2024-03-26  |              -784 | DEAD STOCK: EXPIRED              |                   20398.00 |                  27538.24
 BCH-204-3-1612 | Бисопролол мазь 250мг 204        | ОсОО Фарм ЛТД 8               |              188 | 2024-03-26  |              -784 | DEAD STOCK: EXPIRED              |                   10998.00 |                  14848.24
 BCH-176-3-1528 | Кларитин капсулы 250мг 176       | ОсОО Азия Групп 34            |              297 | 2024-04-07  |              -772 | DEAD STOCK: EXPIRED              |                   54202.50 |                  73174.86
 BCH-148-3-1444 | Анальгин ампулы 250мг 148        | ОсОО Чуй-Фарма Дистрибьюшн 5  |              131 | 2024-04-19  |              -760 | DEAD STOCK: EXPIRED              |                   20501.50 |                  27677.68
 BCH-92-3-1276  | Аторвастатин суспензия 250мг 92  | ОсОО Азия Фарма 2             |               99 | 2024-05-13  |              -736 | DEAD STOCK: EXPIRED              |                   10345.50 |                  13966.92
 BCH-64-3-1192  | Бисопролол мазь 250мг 64         | ОсОО Ош-Лек ЛТД 28            |              183 | 2024-05-25  |              -724 | DEAD STOCK: EXPIRED              |                   14365.50 |                  19394.34
 BCH-36-3-1108  | Кларитин капсулы 250мг 36        | ОсОО Тянь-Шань Групп 54       |              292 | 2024-06-06  |              -712 | DEAD STOCK: EXPIRED              |                   15330.00 |                  20696.96
 BCH-208-3-1624 | Анальгин ампулы 10мг 208         | ОсОО Ош-Лек Дистрибьюшн 20    |              126 | 2024-06-18  |              -700 | DEAD STOCK: EXPIRED              |                   15939.00 |                  21518.28
 BCH-8-3-1024   | Анальгин ампулы 250мг 8          | ОсОО Мед Дистрибьюшн 25       |              126 | 2024-06-18  |              -700 | DEAD STOCK: EXPIRED              |                   22239.00 |                  30023.28
 BCH-152-3-1456 | Аторвастатин суспензия 10мг 152  | ОсОО Мед Фарма 17             |               94 | 2024-07-12  |              -676 | DEAD STOCK: EXPIRED              |                    7003.00 |                   9454.52
 BCH-124-3-1372 | Бисопролол мазь 10мг 124         | ОсОО Ала-Тоо ЛТД 43           |              178 | 2024-07-24  |              -664 | DEAD STOCK: EXPIRED              |                    8633.00 |                  11655.44
 BCH-96-3-1288  | Кларитин капсулы 10мг 96         | ОсОО Тянь-Шань Групп 14       |              287 | 2024-08-05  |              -652 | DEAD STOCK: EXPIRED              |                   49507.50 |                  66836.56
 BCH-68-3-1204  | Анальгин ампулы 10мг 68          | ОсОО Фарм Дистрибьюшн 40      |              146 | 2024-08-17  |              -640 | DEAD STOCK: EXPIRED              |                   21389.00 |                  28875.88
 BCH-12-3-1036  | Аторвастатин суспензия 10мг 12   | ОсОО Чуй-Фарма Фарма 37       |               89 | 2024-09-10  |              -616 | DEAD STOCK: EXPIRED              |                    8410.50 |                  11354.62
 BCH-184-3-1552 | Бисопролол мазь 500мг 184        | ОсОО Ала-Тоо ЛТД 3            |              198 | 2024-09-22  |              -604 | DEAD STOCK: EXPIRED              |                   33363.00 |                  45041.04
 BCH-156-3-1468 | Кларитин капсулы 500мг 156       | ОсОО Чуй-Фарма Групп 29       |              282 | 2024-10-04  |              -592 | DEAD STOCK: EXPIRED              |                   40185.00 |                  54251.16
 BCH-128-3-1384 | Анальгин ампулы 500мг 128        | ОсОО Ысык-Көл Дистрибьюшн 55  |              141 | 2024-10-16  |              -580 | DEAD STOCK: EXPIRED              |                   16426.50 |                  22176.48
 BCH-72-3-1216  | Аторвастатин суспензия 500мг 72  | ОсОО Ош-Лек Фарма 52          |               84 | 2024-11-09  |              -556 | DEAD STOCK: EXPIRED              |                    5418.00 |                   7314.72
 BCH-44-3-1132  | Бисопролол мазь 500мг 44         | ОсОО Ысык-Көл ЛТД 23          |              193 | 2024-11-21  |              -544 | DEAD STOCK: EXPIRED              |                   36380.50 |                  49114.64
 BCH-16-3-1048  | Кларитин капсулы 500мг 16        | ОсОО Мед Групп 49             |              277 | 2024-12-03  |              -532 | DEAD STOCK: EXPIRED              |                   45012.50 |                  60768.26
 BCH-188-3-1564 | Анальгин ампулы 20мг 188         | ОсОО Ысык-Көл Дистрибьюшн 15  |              136 | 2024-12-15  |              -520 | DEAD STOCK: EXPIRED              |                   11764.00 |                  15882.08
